RAM,Storage,Battery,Camera,RefreshRate,Price
8,256,4000,48,120,85054
16,2048,6000,64,90,214226
24,128,4000,64,120,109082
6,2048,5000,64,120,210671
16,128,5000,48,144,97608
16,64,5500,50,165,105882
12,64,6500,64,144,105985
6,1024,6000,48,120,143776
8,1024,6000,48,165,164742
8,128,5000,48,144,91268
24,256,5500,48,165,135169
4,256,5000,32,144,87882
12,256,6500,32,144,118049
8,512,6000,50,120,117119
4,256,5500,48,90,84330
16,128,6500,32,165,112386
4,1024,5000,50,60,125682
4,512,6500,200,120,161134
24,64,6500,108,60,115259
6,64,4000,32,144,76054
16,512,4000,108,60,110084
6,256,5000,200,144,132738
24,512,4000,200,90,150839
6,2048,4000,64,165,208530
8,128,5000,50,60,86268
24,128,4000,32,90,84543
6,512,5000,108,120,116635
4,64,4500,64,60,68524
4,256,4000,50,90,78876
24,128,5000,200,165,148564
8,512,6500,108,120,144088
4,512,5000,32,144,114512
4,512,6500,48,90,109655
12,1024,6000,32,120,156567
24,2048,6000,200,120,275762
24,64,4500,200,60,127182
4,64,5500,50,165,90282
6,256,6500,32,90,91250
24,1024,4000,32,120,148820
8,128,4000,48,144,90524
4,1024,6000,200,120,184974
4,64,6000,50,165,96501
4,128,6500,50,165,98404
16,128,6000,50,120,109506
6,256,6500,108,120,121342
6,64,5000,64,60,70607
4,64,5500,64,165,89477
16,64,6500,32,144,109679
16,512,6000,32,60,110837
16,512,6500,64,144,137260
8,64,6500,48,144,99205
16,256,6500,200,90,147538
24,128,6500,48,165,124086
8,256,6000,200,120,138197
6,64,4000,64,144,77913
12,512,4500,50,120,111149
4,128,4500,200,120,120639
4,64,5500,48,144,92973
8,256,4500,64,90,83436
8,64,5500,108,120,98039
6,1024,4000,200,90,158067
24,1024,6500,48,90,166777
6,256,5000,32,60,83304
4,2048,4000,108,60,191215
24,512,6500,32,120,147026
6,64,6500,108,165,110435
12,1024,5000,48,60,138141
6,64,4000,64,144,79112
12,128,4500,108,60,93781
8,2048,5000,64,120,207550
16,1024,6000,64,120,167666
16,128,4000,48,165,102886
24,1024,5500,50,90,160477
12,64,4500,48,144,92663
24,128,4000,200,90,127521
12,256,5000,108,90,107168
4,256,5500,64,60,92711
24,1024,4500,32,144,161750
4,64,5000,48,90,75573
24,1024,4000,48,90,151326
12,2048,4500,32,165,213846
24,2048,4500,32,120,208368
16,64,6000,108,144,117323
24,64,6500,50,165,116864
4,512,4000,32,165,104984
12,128,6000,50,120,100324
16,1024,4000,200,165,193490
8,1024,6500,64,144,160628
6,2048,6500,32,144,210236
16,1024,4000,200,60,173399
8,128,5500,108,165,120915
6,64,6000,64,165,102808
6,1024,6000,64,90,141075
16,256,5000,50,60,95155
24,64,6000,48,90,107232
24,512,4500,32,60,115710
6,1024,4500,108,120,151688
16,128,6500,48,90,100827
24,128,4000,50,60,94614
8,256,5500,50,90,98093
24,128,6500,108,60,131318
4,512,5000,108,165,125395
24,128,6500,32,90,114478
24,2048,6500,32,90,229408
4,2048,4500,32,120,188177
24,2048,4500,48,90,210917
6,2048,5500,64,120,217423
6,2048,4000,48,120,193107
24,128,4000,48,165,108785
4,512,5000,32,144,101454
8,512,4500,32,60,86501
8,2048,6000,48,144,209498
12,512,5000,64,165,124246
4,1024,6000,48,90,136095
4,2048,4000,200,90,223818
16,64,5500,200,60,126941
12,256,5500,108,60,101747
6,1024,6500,108,90,166076
4,64,5000,48,165,92288
8,64,6000,64,144,103567
6,128,6000,32,90,82489
4,512,5500,32,165,109312
4,256,5500,108,120,114596
12,512,5500,32,144,115170
6,2048,5500,48,60,192122
16,1024,5500,50,120,157289
4,256,6000,50,120,97907
8,2048,4000,64,144,201585
